Attore,Evento,Anno,Relazione,Data_old,Data_flat,Luogo_CORRETTO,città_CORRETTA,"Luogo, città _ORIGINALE",LENGHT
Carlo Cecchi,La cimice [Cecchi '75],1975,recitato in,10 January 1975,10 January 1975,Cinema Teatro Nuovo,Scandiano,"Cinema Teatro Nuovo, Scandiano",19
Daniela Piacentini,La cimice [Cecchi '75],1975,recitato in,10 January 1975,10 January 1975,Cinema Teatro Nuovo,Scandiano,"Cinema Teatro Nuovo, Scandiano",19
Dario Cantarelli,La cimice [Cecchi '75],1975,recitato in,10 January 1975,10 January 1975,Cinema Teatro Nuovo,Scandiano,"Cinema Teatro Nuovo, Scandiano",19
Fabienne Pasquet,La cimice [Cecchi '75],1975,recitato in,10 January 1975,10 January 1975,Cinema Teatro Nuovo,Scandiano,"Cinema Teatro Nuovo, Scandiano",19
Gigio Morra,La cimice [Cecchi '75],1975,recitato in,10 January 1975,10 January 1975,Cinema Teatro Nuovo,Scandiano,"Cinema Teatro Nuovo, Scandiano",19
Carlo Quartucci,La Fantesca,1966,ha curato scene/costumi per,5 May 1966,5 May 1966,Teatro Duse,Genova,"Teatro Duse, Genova",11
Italo Spinelli,La cimice [Cecchi '75],1975,recitato in,10 January 1975,10 January 1975,Cinema Teatro Nuovo,Scandiano,"Cinema Teatro Nuovo, Scandiano",19
Luisa De Santis,La cimice [Cecchi '75],1975,recitato in,10 January 1975,10 January 1975,Cinema Teatro Nuovo,Scandiano,"Cinema Teatro Nuovo, Scandiano",19
Ettore Capriolo,Colloquio con Malcom X,1970,adattamento del testo per,1 April 1970,1 April 1970,Teatro dell’Opera Teatro Margherita,Genova,"Teatro dell’Opera Teatro Margherita, Genova",35
Gabriella Ravazzi,Colloquio con Malcom X,1970,ha curato musiche/sonoro per,1 April 1970,1 April 1970,Teatro dell’Opera Teatro Margherita,Genova,"Teatro dell’Opera Teatro Margherita, Genova",35
Giorgio Gaslini,Colloquio con Malcom X,1970,testo/soggetto per,1 April 1970,1 April 1970,Teatro dell’Opera Teatro Margherita,Genova,"Teatro dell’Opera Teatro Margherita, Genova",35
Giulio Paolini,Colloquio con Malcom X,1970,ha curato scene/costumi per,1 April 1970,1 April 1970,Teatro dell’Opera Teatro Margherita,Genova,"Teatro dell’Opera Teatro Margherita, Genova",35
Paolo Graziosi,La cimice [Cecchi '75],1975,recitato in,10 January 1975,10 January 1975,Cinema Teatro Nuovo,Scandiano,"Cinema Teatro Nuovo, Scandiano",19
Achille Della Seta,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Rosemarie De Rive,Colloquio con Malcom X,1970,ha curato musiche/sonoro per,1 April 1970,1 April 1970,Teatro dell’Opera Teatro Margherita,Genova,"Teatro dell’Opera Teatro Margherita, Genova",35
Alberto Negro,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Carlo Quartucci,La Fantesca,1966,ha curato scene/costumi per,5 May 1966,5 May 1966,Teatro Duse,Genova,"Teatro Duse, Genova",11
Collettivo Universitario Genova,Cartoteca,1965,ha curato scene/costumi per,20 May 1965,20 May 1965,Teatro della Fiera,Roma,"Teatro della Fiera, Roma",18
Daniele Rampello,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Gianni Torielli,Cartoteca,1965,ha curato scene/costumi per,20 May 1965,20 May 1965,Teatro della Fiera,Roma,"Teatro della Fiera, Roma",18
Lisetta Carmi,Cartoteca,1965,ha curato scene/costumi per,20 May 1965,20 May 1965,Teatro della Fiera,Roma,"Teatro della Fiera, Roma",18
Tadeusz Roszewicz,Cartoteca,1965,testo/soggetto per,20 May 1965,20 May 1965,Teatro della Fiera,Roma,"Teatro della Fiera, Roma",18
Franco Vanara,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Gabriella Toppani,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Carmelo Bene,Nostra Signora dei Turchi [Bene '73],1973,ha diretto,10 October 1973,10 October 1973,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Carmelo Bene,Nostra Signora dei Turchi [Bene '73],1973,testo/soggetto per,10 October 1973,10 October 1973,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Gianna Franco,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Jean-Paul Boucher,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Gino Marotta,Nostra Signora dei Turchi [Bene '73],1973,ha curato scene/costumi per,10 October 1973,10 October 1973,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Luisa Olivero,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Mara Blanchietti,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Carmelo Bene,La storia di Sawney Bean,1964,ha curato scene/costumi per,6 October 1964,6 October 1964,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Carmelo Bene,La storia di Sawney Bean,1964,ha curato scene/costumi per,6 October 1964,6 October 1964,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Carmelo Bene,La storia di Sawney Bean,1964,ha diretto,6 October 1964,6 October 1964,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Marco Bosonin,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Mariano Meli,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Marina Menotti Lazzari,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Roberto Lerici,La storia di Sawney Bean,1964,testo/soggetto per,6 October 1964,6 October 1964,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Albert Camus,Caligola [Ruggiero '59],1959,testo/soggetto per,1 October 1959,1 October 1959,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Alberto Ruggiero,Caligola [Ruggiero '59],1959,adattamento del testo per,1 October 1959,1 October 1959,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Alberto Ruggiero,Caligola [Ruggiero '59],1959,ha diretto,1 October 1959,1 October 1959,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Patrizia Sacchi,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Raffaele Denardo,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Ricky Ferrero,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Carmelo Bene,Caligola [Ruggiero '59],1959,adattamento del testo per,1 October 1959,1 October 1959,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Rita Guerrieri,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Tony Morgan,Paesaggio n. 5,1975,recitato in,30 June 1975,30 June 1975,Festival Chieri,Chieri,Festival Chieri,15
Amalia Vingelli,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,recitato in,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Titus Vossberg,Caligola [Ruggiero '59],1959,ha curato scene/costumi per,1 October 1959,1 October 1959,Teatro delle Arti,Roma,"Teatro delle Arti, Roma",17
Nadia Vasil,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,recitato in,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Claudio Previtera,I viaggi di Gulliver,1966,ha curato scene/costumi per,18 October 1966,18 October 1966,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Pierluigi Dorazio,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,recitato in,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Pietro Maurizio La Corte,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,recitato in,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Jonathan Swift,I viaggi di Gulliver,1966,testo/soggetto per,18 October 1966,18 October 1966,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Mario Ricci,I viaggi di Gulliver,1966,adattamento del testo per,18 October 1966,18 October 1966,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Mario Ricci,I viaggi di Gulliver,1966,ha diretto,18 October 1966,18 October 1966,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Severino Saltarelli,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,recitato in,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Valentina,Il Conte di Lautrèamont rappresenta i canti di Maldoror,1975,recitato in,11 February 1975,11 February 1975,Meta-Teatro,Roma,"Meta-Teatro, Roma",11
Claudio Remondi,Richiamo,1975,recitato in,February 1975,February 1975,Spaziouno,Roma,"Spaziouno,Roma",9
Carmelo Bene,Il rosa e il nero,1966,ha curato scene/costumi per,12 October 1966,12 October 1966,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Carmelo Bene,Il rosa e il nero,1966,ha diretto,12 October 1966,12 October 1966,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Riccardo Caporossi,Richiamo,1975,recitato in,February 1975,February 1975,Spaziouno,Roma,"Spaziouno,Roma",9
Anna Malvica,Un tram che si chiama Tallulah,1975,recitato in,22 June 1975,22 June 1975,Teatrino delle sei,Spoleto,"Teatrino delle sei, Spoleto",18
Claudio Rosa,Un tram che si chiama Tallulah,1975,recitato in,22 June 1975,22 June 1975,Teatrino delle sei,Spoleto,"Teatrino delle sei, Spoleto",18
Matthew Gregory Lewis,Il rosa e il nero,1966,testo/soggetto per,12 October 1966,12 October 1966,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Gianfranco Mari,Un tram che si chiama Tallulah,1975,recitato in,22 June 1975,22 June 1975,Teatrino delle sei,Spoleto,"Teatrino delle sei, Spoleto",18
Marina Zanchi,Un tram che si chiama Tallulah,1975,recitato in,22 June 1975,22 June 1975,Teatrino delle sei,Spoleto,"Teatrino delle sei, Spoleto",18
Salvatore Venditelli,Il rosa e il nero,1966,ha curato scene/costumi per,12 October 1966,12 October 1966,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Mauro Bronchi,Un tram che si chiama Tallulah,1975,recitato in,22 June 1975,22 June 1975,Teatrino delle sei,Spoleto,"Teatrino delle sei, Spoleto",18
Sylvano Bussotti,Il rosa e il nero,1966,ha curato musiche/sonoro per,12 October 1966,12 October 1966,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Vittorio Gelmetti,Il rosa e il nero,1966,ha curato musiche/sonoro per,12 October 1966,12 October 1966,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Rossella Pastorino,Un tram che si chiama Tallulah,1975,recitato in,22 June 1975,22 June 1975,Teatrino delle sei,Spoleto,"Teatrino delle sei, Spoleto",18
Carmelo Bene,Salomè [Bene '64],1964,adattamento del testo per,2 March 1964,2 March 1964,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Carmelo Bene,Salomè [Bene '64],1964,ha curato scene/costumi per,2 March 1964,2 March 1964,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Carmelo Bene,Salomè [Bene '64],1964,ha diretto,2 March 1964,2 March 1964,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Bianca Grieco,Barbablè,1975,recitato in,December 1975,December 1975,Teatro Abaco,Roma,"Teatro Abaco, Roma",12
Federica Debè,Barbablè,1975,recitato in,December 1975,December 1975,Teatro Abaco,Roma,"Teatro Abaco, Roma",12
Oscar Wilde,Salomè [Bene '64],1964,testo/soggetto per,2 March 1964,2 March 1964,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Gabiella Conti,Barbablè,1975,recitato in,December 1975,December 1975,Teatro Abaco,Roma,"Teatro Abaco, Roma",12
Salvatore Venditelli,Salomè [Bene '64],1964,ha curato scene/costumi per,2 March 1964,2 March 1964,Teatro delle Muse,Roma,"Teatro delle Muse, Roma",17
Giorgio Marini,L'impuro folle,1974,adattamento del testo per,16 October 1974,16 October 1974,Palazzo Grassi,Venezia,"Teatro di Palazzo Grazzi, Venezia",14
Giorgio Marini,L'impuro folle,1974,ha diretto,16 October 1974,16 October 1974,Palazzo Grassi,Venezia,"Teatro di Palazzo Grazzi, Venezia",14
Jean-Paul Boucher,Barbablè,1975,recitato in,December 1975,December 1975,Teatro Abaco,Roma,"Teatro Abaco, Roma",12
Marisa Patulli,Barbablè,1975,recitato in,December 1975,December 1975,Teatro Abaco,Roma,"Teatro Abaco, Roma",12
Caterina Merlino,Dracula,1975,recitato in,10 April 1975,10 April 1975,Teatro Biondo,Palermo,"Teatro Biondo, Palermo",13
Fabio Elena,Dracula,1975,recitato in,10 April 1975,10 April 1975,Teatro Biondo,Palermo,"Teatro Biondo, Palermo",13
Marco Mozzano,Dracula,1975,recitato in,10 April 1975,10 April 1975,Teatro Biondo,Palermo,"Teatro Biondo, Palermo",13
Lucio Finocchiaro,L'impuro folle,1974,ha curato scene/costumi per,16 October 1974,16 October 1974,Palazzo Grassi,Venezia,"Teatro di Palazzo Grazzi, Venezia",14
Marisa Volonnino,Dracula,1975,recitato in,10 April 1975,10 April 1975,Teatro Biondo,Palermo,"Teatro Biondo, Palermo",13
Salvatore Finocchiaro,Dracula,1975,recitato in,10 April 1975,10 April 1975,Teatro Biondo,Palermo,"Teatro Biondo, Palermo",13
Ugo Margio,Dracula,1975,recitato in,10 April 1975,10 April 1975,Teatro Biondo,Palermo,"Teatro Biondo, Palermo",13
Angelo Santucci,La cimice [Orfeo '75],1975,recitato in,7 April 1975,7 April 1975,Teatro Centrale,Roma,"Teatro Centrale, Roma",15
Ippolita Avalli,La cimice [Orfeo '75],1975,recitato in,7 April 1975,7 April 1975,Teatro Centrale,Roma,"Teatro Centrale, Roma",15
Rita Corradini,L'impuro folle,1974,ha curato scene/costumi per,16 October 1974,16 October 1974,Palazzo Grassi,Venezia,"Teatro di Palazzo Grazzi, Venezia",14
Roberto Calasso,L'impuro folle,1974,testo/soggetto per,16 October 1974,16 October 1974,Palazzo Grassi,Venezia,"Teatro di Palazzo Grazzi, Venezia",14
Luciana Martucci,La cimice [Orfeo '75],1975,recitato in,7 April 1975,7 April 1975,Teatro Centrale,Roma,"Teatro Centrale, Roma",15
Patrizia Iezzi,La cimice [Orfeo '75],1975,recitato in,7 April 1975,7 April 1975,Teatro Centrale,Roma,"Teatro Centrale, Roma",15
Riccardo Ciotti,La cimice [Orfeo '75],1975,recitato in,7 April 1975,7 April 1975,Teatro Centrale,Roma,"Teatro Centrale, Roma",15
Arrigo Benvenuti,"Ludus per ""Haute surveillance""",1970,ha curato musiche/sonoro per,12 May 1970,12 May 1970,Palazzo Grassi,Venezia,"Teatro di Palazzo Grazzi, Venezia",14
Roberto Minucci,La cimice [Orfeo '75],1975,recitato in,7 April 1975,7 April 1975,Teatro Centrale,Roma,"Teatro Centrale, Roma",15
Sergio Antonica,La cimice [Orfeo '75],1975,recitato in,7 April 1975,7 April 1975,Teatro Centrale,Roma,"Teatro Centrale, Roma",15
Guido Mariani,"Ludus per ""Haute surveillance""",1970,ha curato scene/costumi per,12 May 1970,12 May 1970,Palazzo Grassi,Venezia,"Teatro di Palazzo Grazzi, Venezia",14
Jean Genet,"Ludus per ""Haute surveillance""",1970,testo/soggetto per,12 May 1970,12 May 1970,Palazzo Grassi,Venezia,"Teatro di Palazzo Grazzi, Venezia",14
Valentino Orfeo,La cimice [Orfeo '75],1975,recitato in,7 April 1975,7 April 1975,Teatro Centrale,Roma,"Teatro Centrale, Roma",15
Valerio Truffo,La cimice [Orfeo '75],1975,recitato in,7 April 1975,7 April 1975,Teatro Centrale,Roma,"Teatro Centrale, Roma",15
Lorena Binda,Artificiale/Naturale,1975,recitato in,20 November 1975,20 November 1975,Teatro in Trastevere,Roma,"Teatro in Trastevere, Roma",20
Marina Sassi,Artificiale/Naturale,1975,recitato in,20 November 1975,20 November 1975,Teatro in Trastevere,Roma,"Teatro in Trastevere, Roma",20
Pier Luigi Pieralli,"Ludus per ""Haute surveillance""",1970,ha curato scene/costumi per,12 May 1970,12 May 1970,Palazzo Grassi,Venezia,"Teatro di Palazzo Grazzi, Venezia",14
Pier Luigi Pieralli,"Ludus per ""Haute surveillance""",1970,ha curato scene/costumi per,12 May 1970,12 May 1970,Palazzo Grassi,Venezia,"Teatro di Palazzo Grazzi, Venezia",14
Mauro Barabani,Artificiale/Naturale,1975,recitato in,20 November 1975,20 November 1975,Teatro in Trastevere,Roma,"Teatro in Trastevere, Roma",20
Alberto Pudìa,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Carlo Delle Piane,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Daniella Bezzi,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Martin Walser,La scappatella,1966,testo/soggetto per,May 1966,May 1966,Teatro di via Belsiana,Roma,"Teatro di via Belsiana, Roma",22
Ermanno Gudrun Kloetz,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Roberto Guicciardini,La scappatella,1966,ha diretto,May 1966,May 1966,Teatro di via Belsiana,Roma,"Teatro di via Belsiana, Roma",22
Sergio Liberovici,La scappatella,1966,ha curato musiche/sonoro per,May 1966,May 1966,Teatro di via Belsiana,Roma,"Teatro di via Belsiana, Roma",22
Estella di Carlo,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Carlo Emilio Gadda,"Il guerriero, l'amazzone, lo spirito della poesia nel verso immorale di Foscolo",1967,testo/soggetto per,February 1967,February 1967,Teatro di via Belsiana,Roma,"Teatro di via Belsiana, Roma",22
Giorgio di Lecce,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Lietta Venanzini,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Lorenzo Tornabuoni,"Il guerriero, l'amazzone, lo spirito della poesia nel verso immorale di Foscolo",1967,ha curato scene/costumi per,February 1967,February 1967,Teatro di via Belsiana,Roma,"Teatro di via Belsiana, Roma",22
Luciano Bartoli,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Sandro La Ferla,"Il guerriero, l'amazzone, lo spirito della poesia nel verso immorale di Foscolo",1967,ha curato scene/costumi per,February 1967,February 1967,Teatro di via Belsiana,Roma,"Teatro di via Belsiana, Roma",22
Sandro Rossi,"Il guerriero, l'amazzone, lo spirito della poesia nel verso immorale di Foscolo",1967,ha diretto,February 1967,February 1967,Teatro di via Belsiana,Roma,"Teatro di via Belsiana, Roma",22
Massimo de Paolis,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Pino Tufillaro,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Dacia Maraini,Il ricatto a teatro,1968,testo/soggetto per,February 1968,February 1968,Teatro di via Belsiana,Roma,"Teatro di via Belsiana, Roma",22
Pippo Tringali,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Simona Cigliana,Lumière Cinèmatographie,1975,recitato in,20 December 1975,20 December 1975,Teatro la Comunità,Roma,"Teatro la Comunità, Roma",18
Peter Hartman,Il ricatto a teatro,1968,ha diretto,February 1968,February 1968,Teatro di via Belsiana,Roma,"Teatro di via Belsiana, Roma",22
Alberto Moravia,"Perché, Isidoro?",1967,testo/soggetto per,23 October 1967,23 October 1967,Teatro di via Belsiana,Roma,"Teatro di via Belsiana, Roma",22
